Date-Time,Open,High,Low,Close,Volume,Ticker_Symbol
2021-01-14,33.55,34.11,33.28,34.05,4063019,CAG
2021-01-13,32.86,33.645,32.81,33.38,5380972,CAG
2021-01-12,33.1,33.33,32.55,32.91,6265841,CAG
2021-01-11,34.14,34.27,33.0399,33.1,6966408,CAG
2021-01-08,33.89,34.13,33.4,34.07,6455371,CAG
2021-01-07,35.69,35.7,33.76,33.78,8903837,CAG
2021-01-06,35.52,36.095,35.48,35.73,4167183,CAG
2021-01-05,35.28,35.77,35.25,35.56,4993730,CAG
2021-01-04,36.4,36.48,35.7601,35.99,4339753,CAG
2020-12-31,36.2,36.29,35.72,36.26,2317041,CAG
2020-12-30,36.4,36.6,36.02,36.13,1744164,CAG
2020-12-29,36.75,36.98,36.41,36.42,1778868,CAG
2020-12-28,36.69,36.85,36.44,36.62,2068877,CAG
2020-12-24,36.28,36.43,36.15,36.38,807749,CAG
2020-12-23,36.16,36.53,36.06,36.41,2234958,CAG
2020-12-22,36.03,36.375,35.89,35.99,2790011,CAG
2021-02-23,134.85,135.7,131.06,134.31,1150683,DRI
2021-02-22,132.7,137.91,132.13,135.0,1580531,DRI
2021-02-19,130.99,134.39,129.3,134.01,1676528,DRI
2021-02-18,126.52,130.91,126.4,129.98,2141307,DRI
2021-02-17,128.11,128.92,126.815,128.27,887467,DRI
2021-02-16,129.89,129.89,126.8601,128.93,647004,DRI
2021-02-12,129.23,129.48,127.36,128.45,577137,DRI
2021-02-11,129.13,129.86,127.455,128.92,849190,DRI
2021-02-10,129.27,131.02,128.18,128.98,852181,DRI
2021-02-09,129.72,131.25,128.95,129.36,818131,DRI
2021-02-08,132.54,132.97,128.86,130.27,1036402,DRI
2021-02-05,130.0,133.33,129.8,131.98,2174992,DRI
2021-02-04,126.47,129.635,126.09,128.69,1596092,DRI
2021-02-03,122.32,126.96,122.32,125.54,1723021,DRI
2021-02-02,120.52,123.69,120.05,122.82,1172188,DRI
2021-02-01,118.24,120.0,117.2993,119.36,1337744,DRI
2021-01-29,118.08,120.96,116.62,116.89,2575101,DRI
2021-01-28,113.92,121.29,113.827,118.78,3173447,DRI
2021-01-27,116.63,117.225,110.89,112.1,3004522,DRI
2021-01-26,121.1,121.1,117.94,118.58,1735423,DRI
2021-01-25,121.66,122.255,118.825,120.0,2706862,DRI
2021-01-22,124.02,124.94,121.85,121.98,1196452,DRI
2021-01-21,124.73,125.39,123.14,124.96,918459,DRI
2021-01-20,123.68,126.0,123.575,124.56,1075009,DRI
2021-01-19,126.05,126.25,122.56,124.12,1122638,DRI
2021-01-15,122.0,123.11,119.0,121.08,1597360,DRI
2021-01-14,126.47,126.925,122.97,123.1,1125184,DRI
2021-01-13,126.51,127.3,124.275,124.86,850344,DRI
2021-01-12,125.79,128.44,125.52,127.33,1430306,DRI
2021-01-11,122.55,126.0,121.75,125.26,905620,DRI
2021-01-08,125.0,126.22,123.19,124.35,1314152,DRI
2021-01-07,121.21,124.57,120.63,123.95,1614516,DRI
2021-01-06,118.7,122.27,118.7,120.9,1555908,DRI
2021-01-05,115.95,118.2,115.56,118.1,914097,DRI
2021-01-04,119.88,120.28,114.39,116.24,1947166,DRI
2020-12-31,117.22,120.0,116.4001,119.12,759849,DRI
2020-12-30,118.33,119.8,117.01,117.55,729804,DRI
2020-12-29,117.69,118.61,116.62,118.56,1010773,DRI
2020-12-28,118.87,119.0,116.87,117.74,936105,DRI
2020-12-24,119.09,119.94,117.31,117.89,507401,DRI
2020-12-23,118.86,121.29,118.5,119.58,1316055,DRI
2020-12-22,116.79,119.94,115.43,119.64,1377342,DRI
2021-02-23,149.05,150.455,147.1,147.98,1477928,HSY
2021-02-22,149.1,149.1,146.5,148.25,862040,HSY
2021-02-19,153.12,153.57,148.75,148.85,1166040,HSY
2021-02-18,149.81,153.86,149.81,152.99,1390560,HSY
2021-02-17,150.93,152.46,150.85,151.29,864827,HSY
2021-02-16,151.22,152.32,150.15,151.38,1197589,HSY
2021-02-12,149.85,151.76,149.69,151.38,785709,HSY
2021-02-11,149.58,150.78,149.45,150.42,871355,HSY
2021-02-10,150.32,150.65,149.22,150.0,829131,HSY
2021-02-09,149.21,151.26,149.15,149.62,1089750,HSY
2021-02-08,151.25,151.37,147.33,149.33,2026184,HSY
2021-02-05,147.9,149.3964,146.59,146.6,825536,HSY
2021-02-04,147.86,150.0,145.31,147.22,1273320,HSY
2021-02-03,147.1,147.78,145.57,146.58,890135,HSY
2021-02-02,145.75,148.48,145.19,147.12,997981,HSY
2021-02-01,145.65,146.37,144.62,145.11,848062,HSY
2021-01-29,147.35,149.71,145.32,145.44,1366644,HSY
2021-01-28,146.41,149.26,146.1,148.21,1220801,HSY
2021-01-27,148.99,149.505,145.61,146.19,1251769,HSY
2021-01-26,147.57,149.9,145.64,149.52,1167137,HSY
2021-01-25,147.85,150.07,146.96,147.53,1114392,HSY
2021-01-22,148.85,149.58,147.73,148.2,643239,HSY
2021-01-21,150.0,150.0,148.25,148.98,826515,HSY
2021-01-20,148.8,149.75,147.6,149.63,872791,HSY
2021-01-19,149.05,150.35,148.1763,148.75,790270,HSY
2021-01-15,147.09,149.4859,146.88,148.46,1193696,HSY
2021-01-14,150.31,150.63,147.34,147.42,836687,HSY
2021-01-13,149.35,151.78,148.9475,149.92,709668,HSY
2021-01-12,149.63,150.75,148.28,149.38,615800,HSY
2021-01-11,151.85,152.43,149.83,150.11,613721,HSY
2021-01-08,151.46,152.34,150.855,152.03,552587,HSY
2021-01-07,151.24,152.32,150.24,151.17,600101,HSY
2021-01-06,151.81,153.93,150.91,151.26,835779,HSY
2021-01-05,150.98,151.54,149.51,150.73,678545,HSY
2021-01-04,153.01,153.42,149.59,150.9,861607,HSY
2020-12-31,150.39,152.54,149.51,152.33,479323,HSY
2020-12-30,151.51,152.0,150.37,150.53,387599,HSY
2020-12-29,152.49,152.97,151.23,151.44,518710,HSY
2020-12-28,151.16,151.89,150.43,151.8,428099,HSY
2020-12-24,149.3,150.1799,148.84,149.95,188232,HSY
2020-12-23,149.48,150.295,149.17,149.45,580120,HSY
2020-12-22,149.41,149.66,148.2,148.62,559984,HSY
2021-02-23,219.53,220.735,213.28,220.18,4125136,CAT
2021-02-22,209.63,218.865,209.335,218.06,4513093,CAT
2021-02-19,203.25,211.46,202.695,209.91,4937326,CAT
2021-02-18,201.55,202.88,198.58,199.92,2346219,CAT
2021-02-17,202.39,202.895,199.79,202.3,2289673,CAT
2021-02-16,199.75,205.18,199.24,202.38,3722657,CAT
2021-02-12,197.98,198.7559,196.76,197.99,1804382,CAT
2021-02-11,197.59,198.42,194.39,198.35,2178154,CAT
2021-02-10,198.5,199.71,196.2552,197.72,2810747,CAT
2021-02-09,197.54,198.66,194.89,197.28,2324844,CAT
2021-02-08,195.0,197.54,194.67,197.45,2725656,CAT
2021-02-05,192.52,194.33,190.01,193.0,2240109,CAT
2021-02-04,192.0,192.61,190.2,191.65,2254049,CAT
2021-02-03,190.91,191.53,189.0611,191.45,2979186,CAT
2021-02-02,186.5,192.78,185.64,192.5,5172469,CAT
2021-02-01,185.96,186.8,182.02,184.72,2738225,CAT
2021-01-29,183.5,188.82,180.725,182.84,4541368,CAT
2021-01-28,182.26,187.61,181.31,184.34,3445426,CAT
2021-01-27,184.2,185.55,179.3401,180.63,4095305,CAT
2021-01-26,187.6,189.41,186.83,187.21,2505956,CAT
2021-01-25,190.56,191.37,186.97,187.34,3837108,CAT
2021-01-22,190.85,192.82,189.31,191.94,2027177,CAT
2021-01-21,192.35,193.72,190.0543,192.19,1951414,CAT
2021-01-20,192.66,193.9,190.42,192.34,2501098,CAT
2021-01-19,194.29,196.109,193.44,194.06,2361180,CAT
2021-01-15,195.66,195.705,190.88,194.62,3317129,CAT
2021-01-14,196.1,197.91,195.36,197.4,2486579,CAT
2021-01-13,198.79,200.1743,195.8,195.89,3154720,CAT
2021-01-12,194.68,198.0,193.31,197.54,2460878,CAT
2021-01-11,191.56,195.46,190.31,193.86,2541263,CAT
2021-01-08,193.85,195.2599,191.32,194.26,3186641,CAT
2021-01-07,196.85,197.37,192.2,194.23,5297497,CAT
2021-01-06,187.15,197.28,186.15,193.86,8034734,CAT
2021-01-05,181.21,185.8,181.21,183.64,2933740,CAT
2021-01-04,183.0,185.98,180.25,182.15,4078403,CAT
2020-12-31,180.25,182.1,178.75,182.02,1717865,CAT
2020-12-30,179.77,182.2293,178.685,180.04,2720613,CAT
2020-12-29,179.17,179.38,175.11,176.65,1490348,CAT
2020-12-28,180.48,181.12,178.31,178.37,1474492,CAT
2020-12-24,179.45,179.85,178.35,179.56,585730,CAT
2020-12-23,177.45,179.29,177.01,178.42,1862521,CAT
2020-12-22,179.29,180.16,176.48,176.58,2495103,CAT
2021-02-23,103.34,103.34,99.93,101.37,8740260,SBUX
2021-02-22,102.99,102.99,101.75,101.81,5185133,SBUX
2021-02-19,104.75,105.28,103.22,103.37,4129146,SBUX
2021-02-18,103.775,105.34,103.41,104.97,4098865,SBUX
2021-02-17,105.105,105.46,104.15,104.44,5698695,SBUX
2021-02-16,104.88,106.59,104.7,106.15,4928053,SBUX
2021-02-12,105.74,105.94,104.72,105.3,3169814,SBUX
2021-02-11,106.115,106.23,105.03,105.86,2976042,SBUX
2021-02-10,106.78,106.9,104.93,105.87,4282603,SBUX
2021-02-09,106.0,106.83,105.22,106.22,4088919,SBUX
2021-02-08,106.42,106.53,105.34,106.26,4836631,SBUX
2021-02-05,105.0871,107.5399,104.7823,106.48,8072094,SBUX
2021-02-04,101.36,104.24,101.11,103.64,6926764,SBUX
2021-02-03,101.25,102.65,100.81,101.02,3934770,SBUX
2021-02-02,99.05,102.48,98.783,101.65,6825625,SBUX
2021-02-01,96.99,99.62,96.92,98.58,7206259,SBUX
2021-01-29,97.385,97.79,95.92,96.81,8203032,SBUX
2021-01-28,98.935,100.53,98.1,98.15,8868207,SBUX
2021-01-27,101.48,101.78,96.73,97.87,18139471,SBUX
2021-01-26,103.4,105.21,103.24,104.69,7195251,SBUX
2021-01-25,103.745,103.95,102.1694,103.45,5008991,SBUX
2021-01-22,104.1587,104.47,103.062,103.91,5231584,SBUX
2021-01-21,105.46,105.49,104.45,104.58,5732873,SBUX
2021-01-20,102.41,105.85,102.2,105.46,5844257,SBUX
2021-01-19,102.7969,103.6,101.34,102.54,6519615,SBUX
2021-01-15,101.38,102.69,101.21,102.33,5523156,SBUX
2021-01-14,103.8,104.19,101.7127,101.82,4528313,SBUX
2021-01-13,102.32,103.38,101.49,102.89,4804483,SBUX
2021-01-12,104.01,104.32,102.306,102.82,4296006,SBUX
2021-01-11,105.1,105.64,104.27,104.6,4258027,SBUX
2021-01-08,103.86,105.76,103.42,105.67,5869677,SBUX
2021-01-07,104.49,104.64,102.95,103.35,5057016,SBUX
2021-01-06,102.99,105.21,102.905,104.19,5017464,SBUX
2021-01-05,102.92,104.26,102.8,103.44,5721905,SBUX
2021-01-04,107.66,107.75,102.1401,103.1,8041533,SBUX
2020-12-31,106.0,107.14,105.615,106.98,3566295,SBUX
2020-12-30,105.99,106.62,105.7801,105.97,3654380,SBUX
2020-12-29,104.8873,105.78,104.47,105.63,4780921,SBUX
2020-12-28,102.92,104.38,102.31,104.34,5010116,SBUX
2020-12-24,102.3,102.36,101.68,102.01,1949183,SBUX
2020-12-23,102.29,102.685,101.965,102.06,3817267,SBUX
2020-12-22,102.12,103.17,101.892,102.41,4305282,SBUX
2021-02-23,1410.81,1422.99,1350.0,1416.24,376400,CMG
2021-02-22,1457.4,1460.13,1429.17,1430.54,292540,CMG
2021-02-19,1468.6,1483.77,1457.0101,1473.09,244087,CMG
2021-02-18,1448.16,1466.04,1444.0,1456.31,174431,CMG
2021-02-17,1476.46,1477.52,1442.94,1459.5,263304,CMG
2021-02-16,1531.0,1531.0,1476.46,1484.0,319601,CMG
2021-02-12,1540.19,1543.3568,1522.0,1527.7,139312,CMG
2021-02-11,1543.3,1548.525,1531.9,1543.11,168339,CMG
2021-02-10,1560.2,1560.92,1525.25,1544.66,227316,CMG
2021-02-09,1501.25,1564.91,1501.25,1550.49,381574,CMG
2021-02-08,1507.77,1511.9,1491.7,1504.0,208802,CMG
2021-02-05,1487.22,1513.6,1477.22,1506.88,313941,CMG
2021-02-04,1506.0,1510.51,1474.06,1479.55,350153,CMG
2021-02-03,1495.02,1529.5,1461.295,1499.99,648871,CMG
2021-02-02,1525.06,1553.55,1521.6,1523.05,392032,CMG
2021-02-01,1495.1,1516.69,1479.54,1509.02,255613,CMG
2021-01-29,1474.42,1502.4798,1471.14,1480.0,231520,CMG
2021-01-28,1471.12,1501.73,1465.88,1480.54,234538,CMG
2021-01-27,1480.0,1498.22,1460.0,1466.36,276981,CMG
2021-01-26,1493.75,1497.05,1481.4438,1489.25,128678,CMG
2021-01-25,1504.0,1510.19,1468.5,1486.32,198249,CMG
2021-01-22,1492.32,1507.49,1484.19,1494.18,228417,CMG
2021-01-21,1477.2,1508.7194,1476.5438,1503.68,298353,CMG
2021-01-20,1443.82,1483.64,1437.4,1480.62,296208,CMG
2021-01-19,1420.16,1432.9,1392.195,1429.48,222747,CMG
2021-01-15,1405.24,1417.77,1398.82,1405.74,208626,CMG
2021-01-14,1418.3,1453.5,1397.69,1411.8,426602,CMG
2021-01-13,1404.73,1407.515,1384.51,1395.0,186687,CMG
2021-01-12,1410.0,1414.3638,1388.69,1401.64,210517,CMG
2021-01-11,1391.36,1421.58,1389.1093,1402.62,227139,CMG
2021-01-08,1378.81,1410.51,1374.81,1402.44,368978,CMG
2021-01-07,1351.0,1378.71,1348.7001,1368.14,236756,CMG
2021-01-06,1335.42,1357.43,1335.0,1343.41,234176,CMG
2021-01-05,1319.11,1358.225,1316.91,1355.11,295148,CMG
2021-01-04,1386.68,1390.0,1312.335,1319.12,514174,CMG
2020-12-31,1372.0,1393.14,1363.0,1386.71,217684,CMG
2020-12-30,1395.0,1398.1,1373.62,1374.17,184367,CMG
2020-12-29,1402.38,1408.09,1377.34,1392.21,182531,CMG
2020-12-28,1423.0,1423.0,1400.8,1401.49,172620,CMG
2020-12-24,1410.91,1418.54,1406.87,1412.55,101301,CMG
2020-12-23,1434.55,1435.522,1406.05,1410.99,200028,CMG
2020-12-22,1418.0,1429.87,1397.5,1426.3,327619,CMG
2021-02-23,263.67,267.59,261.94,262.21,25804,COKE
2021-02-22,263.0,264.29,255.05,261.36,23258,COKE
2021-02-19,267.92,269.548,262.95,264.88,28816,COKE
2021-02-18,270.22,273.665,268.1512,268.6,18442,COKE
2021-02-17,274.485,279.89,271.0,271.77,39587,COKE
2021-02-16,275.11,278.33,272.13,273.73,24351,COKE
2021-02-12,279.54,279.54,274.0,277.4,15740,COKE
2021-02-11,281.3,282.91,275.865,279.68,22644,COKE
2021-02-10,285.2,289.0937,279.77,279.78,31136,COKE
2021-02-09,278.37,284.98,277.09,283.2,30749,COKE
2021-02-08,274.99,278.39,273.5,277.8,23797,COKE
2021-02-05,271.64,274.29,269.05,273.65,22128,COKE
2021-02-04,267.7,271.85,266.14,271.85,18026,COKE
2021-02-03,268.44,268.44,264.4,267.9,19459,COKE
2021-02-02,269.49,272.96,269.36,269.74,18301,COKE
2021-02-01,266.24,271.65,263.15,268.82,28760,COKE
2021-01-29,270.39,272.9164,266.32,266.86,33889,COKE
2021-01-28,271.66,273.795,266.0,267.65,28087,COKE
2021-01-27,272.62,275.0,265.72,272.87,22644,COKE
2021-01-26,269.9,276.41,267.74,275.28,27381,COKE
2021-01-25,263.71,269.99,256.2446,267.24,31967,COKE
2021-01-22,257.0,262.99,255.63,262.34,23031,COKE
2021-01-21,257.87,258.5,253.77,257.5,21554,COKE
2021-01-20,257.73,257.79,252.65,256.21,27668,COKE
2021-01-19,255.78,258.9377,254.25,255.56,20414,COKE
2021-01-15,256.93,260.9668,254.28,255.18,23154,COKE
2021-01-14,263.29,265.79,258.51,258.57,30338,COKE
2021-01-13,266.15,267.44,262.11,262.11,23944,COKE
2021-01-12,267.3,269.5793,264.0,267.78,27575,COKE
2021-01-11,270.84,271.7872,263.0772,267.39,24524,COKE
2021-01-08,270.94,272.58,269.525,272.42,27748,COKE
2021-01-07,270.54,270.6,267.34,270.04,25925,COKE
2021-01-06,268.59,273.0,268.01,270.47,38078,COKE
2021-01-05,266.03,270.0,264.0,268.81,29022,COKE
2021-01-04,266.28,269.5,262.01,267.14,23890,COKE
2020-12-31,265.26,267.89,264.415,266.27,11000,COKE
2020-12-30,264.68,267.0408,263.66,266.5,15690,COKE
2020-12-29,269.3,270.01,262.4,265.27,25260,COKE
2020-12-28,270.26,270.44,267.488,269.27,20550,COKE
2020-12-24,268.0,268.0,264.72,266.0,4688,COKE
2020-12-23,264.54,270.0,264.54,269.02,13373,COKE
2020-12-22,268.48,268.48,263.04,264.0,18205,COKE
2021-02-23,15.1,15.22,14.76,15.2,2097082,CNHI
2021-02-22,14.9,15.4299,14.86,15.23,3773393,CNHI
2021-02-19,14.82,15.19,14.79,15.12,4845567,CNHI
2021-02-18,14.46,14.47,14.14,14.29,1792714,CNHI
2021-02-17,14.59,14.6,14.335,14.46,1398422,CNHI
2021-02-16,14.78,14.98,14.63,14.64,2918053,CNHI
2021-02-12,14.53,14.82,14.51,14.79,1565587,CNHI
2021-02-11,14.58,14.655,14.42,14.62,1681874,CNHI
2021-02-10,14.47,14.56,14.295,14.45,2992394,CNHI
2021-02-09,14.25,14.51,14.235,14.38,4024016,CNHI
2021-02-08,14.36,14.45,14.3,14.39,2475686,CNHI
2021-02-05,14.38,14.43,14.11,14.17,3843819,CNHI
2021-02-04,14.25,14.3299,14.13,14.17,2953548,CNHI
2021-02-03,14.03,14.1483,13.785,13.88,3584273,CNHI
2021-02-02,13.54,13.79,13.475,13.76,2763616,CNHI
2021-02-01,12.91,13.14,12.84,13.12,1496604,CNHI
2021-01-29,12.94,12.98,12.67,12.75,1258892,CNHI
2021-01-28,12.9,13.11,12.86,13.02,2041507,CNHI
2021-01-27,12.71,12.79,12.495,12.55,3311415,CNHI
2021-01-26,13.14,13.17,12.95,12.98,2342446,CNHI
2021-01-25,13.21,13.23,12.83,13.0,3135461,CNHI
2021-01-22,13.66,13.73,13.565,13.66,1202636,CNHI
2021-01-21,13.78,13.895,13.62,13.82,1690305,CNHI
2021-01-20,13.75,13.805,13.61,13.78,1216852,CNHI
2021-01-19,13.6,13.77,13.55,13.65,1106267,CNHI
2021-01-15,13.52,13.54,13.2,13.32,1639255,CNHI
2021-01-14,13.69,13.85,13.64,13.74,1204834,CNHI
2021-01-13,13.54,13.69,13.475,13.55,1339730,CNHI
2021-01-12,13.48,13.685,13.42,13.67,1631899,CNHI
2021-01-11,13.25,13.455,13.22,13.44,1170571,CNHI
2021-01-08,13.59,13.66,13.355,13.54,1514662,CNHI
2021-01-07,13.64,13.67,13.515,13.6,2013473,CNHI
2021-01-06,13.17,13.61,13.16,13.47,4767799,CNHI
2021-01-05,12.54,12.785,12.54,12.73,1868475,CNHI
2021-01-04,12.81,12.88,12.46,12.49,2658865,CNHI
2020-12-31,12.81,12.88,12.735,12.84,1508534,CNHI
2020-12-30,12.83,12.97,12.68,12.78,4128121,CNHI
2020-12-29,12.74,12.96,12.68,12.95,3511478,CNHI
2020-12-28,12.67,12.95,12.67,12.86,3575666,CNHI
2020-12-24,12.79,12.79,12.67,12.75,577772,CNHI
2020-12-23,12.55,12.82,12.55,12.81,2998543,CNHI
2020-12-22,12.12,12.3,12.12,12.3,3969041,CNHI
2021-02-23,384.66,388.945,380.2,387.5,107284127,SPY
2021-02-22,387.06,389.62,386.74,387.03,66517089,SPY
2021-02-19,392.07,392.38,389.55,390.03,83240971,SPY
2021-02-18,389.59,391.515,387.74,390.72,59712773,SPY
2021-02-17,390.42,392.66,389.33,392.39,51746878,SPY
2021-02-16,393.96,394.17,391.53,392.3,50972366,SPY
2021-02-12,389.85,392.9,389.77,392.64,50593270,SPY
2021-02-11,391.24,391.69,388.1,390.71,42913288,SPY
2021-02-10,392.12,392.28,387.5,390.08,58362935,SPY
2021-02-09,389.61,390.89,389.17,390.25,34142633,SPY
2021-02-08,389.27,390.56,388.35,390.51,38365185,SPY
2021-02-05,388.2,388.47,386.1444,387.71,48669773,SPY
2021-02-04,382.96,386.24,381.9655,386.19,47142555,SPY
2021-02-03,382.435,383.7,380.48,381.85,52427090,SPY
2021-02-02,379.65,383.22,376.3181,381.55,62923781,SPY
2021-02-01,373.72,377.34,370.376,376.23,75817597,SPY
2021-01-29,375.63,376.67,368.27,370.07,126765121,SPY
2021-01-28,376.36,381.93,375.89,377.63,94198104,SPY
2021-01-27,380.22,380.32,372.01,374.41,123351078,SPY
2021-01-26,385.41,385.85,383.54,383.79,42665281,SPY
2021-01-25,383.67,384.77,378.46,384.39,70401971,SPY
2021-01-22,382.25,384.1256,381.835,382.88,52136931,SPY
2021-01-21,384.49,384.95,383.25,384.24,47955809,SPY
2021-01-20,381.11,384.79,380.69,383.89,61836062,SPY
2021-01-19,378.34,379.23,376.75,378.65,51233300,SPY
2021-01-15,376.72,377.58,373.7,375.7,107159962,SPY
2021-01-14,380.59,381.13,378.1,378.46,49989113,SPY
2021-01-13,378.69,380.86,377.85,379.79,45303619,SPY
2021-01-12,378.89,379.86,376.36,378.77,51440114,SPY
2021-01-11,377.85,380.58,377.7189,378.69,51176719,SPY
2021-01-08,380.59,381.49,377.1,381.26,71677208,SPY
2021-01-07,376.1,379.9,375.91,379.1,68766812,SPY
2021-01-06,369.71,376.98,369.12,373.55,107997675,SPY
2021-01-05,368.1,372.5,368.05,371.33,66426229,SPY
2021-01-04,375.31,375.45,364.82,368.79,110210810,SPY
2020-12-31,371.78,374.66,371.232,373.88,78520702,SPY
2020-12-30,372.34,373.1,371.57,371.99,49455259,SPY
2020-12-29,373.81,374.0,370.83,371.46,53680451,SPY
2020-12-28,371.74,372.59,371.07,372.17,37932709,SPY
2020-12-24,368.08,369.03,367.45,369.0,26457853,SPY
2020-12-23,368.28,369.62,367.2172,367.57,46201402,SPY
2020-12-22,368.21,368.3317,366.03,367.24,48388462,SPY
2021-02-23,331.52,338.7699,328.0,337.41,2222978,DE
2021-02-22,329.5,338.55,328.52,337.51,2250679,DE
2021-02-19,320.0,335.21,315.87,330.0,4870062,DE
2021-02-18,310.84,311.46,298.54,300.25,3115098,DE
2021-02-17,314.16,317.5,311.39,312.08,1999525,DE
2021-02-16,316.81,321.67,316.07,317.09,3099562,DE
2021-02-12,314.05,315.79,312.28,313.0,1721668,DE
2021-02-11,314.69,315.82,309.05,314.46,995385,DE
2021-02-10,317.55,317.8,311.37,313.64,1068719,DE
2021-02-09,316.02,318.27,313.17,315.33,1066253,DE
2021-02-08,312.0,317.19,312.0,317.04,962423,DE
2021-02-05,312.02,313.02,307.01,309.24,1228075,DE
2021-02-04,302.85,309.56,301.95,309.27,1459155,DE
2021-02-03,302.26,302.33,299.4616,301.14,1185427,DE
2021-02-02,296.23,304.22,295.72,302.54,1635028,DE
2021-02-01,292.12,294.02,289.65,292.21,1163541,DE
2021-01-29,292.1,292.95,285.5,288.8,1734289,DE
2021-01-28,287.28,297.28,282.735,292.96,1504279,DE
2021-01-27,289.79,290.64,278.95,280.73,1769882,DE
2021-01-26,300.94,302.16,295.4,296.01,1364350,DE
2021-01-25,303.14,305.5,296.38,298.2,1539717,DE
2021-01-22,302.89,306.9614,301.31,305.17,1429871,DE
2021-01-21,302.0,306.1499,300.0,305.5,1931138,DE
2021-01-20,296.87,302.19,296.01,300.94,1327782,DE
2021-01-19,298.25,299.765,294.4,294.99,1509915,DE
2021-01-15,300.16,301.13,293.01,295.4,1766313,DE
2021-01-14,302.9,306.35,301.95,302.85,1370805,DE
2021-01-13,301.63,304.0,300.61,301.22,1203758,DE
2021-01-12,296.12,303.56,293.905,302.09,1951515,DE
2021-01-11,289.48,295.18,289.0014,294.92,1304027,DE
2021-01-08,297.55,300.48,290.385,293.91,1780991,DE
2021-01-07,293.76,300.555,293.49,299.73,2227343,DE
2021-01-06,275.0,292.84,274.65,290.36,2778280,DE
2021-01-05,267.65,274.76,267.45,274.28,1829442,DE
2021-01-04,271.81,273.75,263.85,267.64,2800057,DE
2020-12-31,266.76,269.19,265.4529,269.05,805278,DE
2020-12-30,266.0,268.36,265.495,266.15,792784,DE
2020-12-29,269.17,269.54,262.848,265.34,892936,DE
2020-12-28,273.43,273.56,267.4,267.5,691321,DE
2020-12-24,267.93,269.58,267.315,269.21,289945,DE
2020-12-23,270.68,271.38,267.83,267.94,938783,DE
2020-12-22,267.58,270.58,265.23,269.26,1535405,DE
2021-02-23,68.78,69.05,67.915,68.19,2031136,TSN
2021-02-22,67.83,68.99,67.53,68.36,1827672,TSN
2021-02-19,67.78,68.2,67.23,67.52,1673275,TSN
2021-02-18,67.26,68.38,67.1,67.63,1907794,TSN
2021-02-17,65.6,67.655,65.38,67.22,2258776,TSN
2021-02-16,66.0,66.0392,64.8,65.67,2594520,TSN
2021-02-12,65.09,66.41,64.76,65.56,2705177,TSN
2021-02-11,65.0,66.38,63.22,65.34,6044197,TSN
2021-02-10,69.88,70.57,68.64,69.28,3328049,TSN
2021-02-09,68.03,69.85,68.03,69.5,2513058,TSN
2021-02-08,68.0,69.14,67.57,67.95,2478185,TSN
2021-02-05,66.44,67.16,66.02,66.18,1667644,TSN
2021-02-04,65.51,66.44,65.365,66.22,1324964,TSN
2021-02-03,64.45,65.9,64.09,65.47,1597357,TSN
2021-02-02,64.5,64.76,63.05,64.22,2012357,TSN
2021-02-01,64.56,64.845,62.59,64.19,1918207,TSN
2021-01-29,64.49,64.78,63.15,64.31,3402174,TSN
2021-01-28,64.55,65.42,64.54,64.96,1391171,TSN
2021-01-27,65.79,66.6404,64.35,64.78,2227609,TSN
2021-01-26,66.65,67.095,65.34,66.57,1609100,TSN
2021-01-25,66.32,67.25,65.95,66.6,1755829,TSN
2021-01-22,65.88,67.07,65.5,66.52,1910993,TSN
2021-01-21,66.39,67.46,65.74,65.9,2040665,TSN
2021-01-20,64.6,66.57,64.2538,66.25,2788083,TSN
2021-01-19,65.23,65.33,63.51,63.9,2639009,TSN
2021-01-15,64.73,65.15,63.85,64.75,1653623,TSN
2021-01-14,64.46,65.22,64.01,64.76,1720080,TSN
2021-01-13,63.7,64.75,63.35,64.09,2496449,TSN
2021-01-12,65.02,65.81,63.635,64.01,3254094,TSN
2021-01-11,64.0,65.0,63.802,64.77,2022099,TSN
2021-01-08,65.0,65.01,63.51,64.03,2672418,TSN
2021-01-07,65.46,65.57,63.84,64.61,2969413,TSN
2021-01-06,63.7,65.8,63.6937,65.36,1942205,TSN
2021-01-05,63.2,64.115,62.89,63.45,2297062,TSN
2021-01-04,64.55,64.65,62.66,63.5,2177446,TSN
2020-12-31,63.38,64.63,62.51,64.44,1906716,TSN
2020-12-30,63.61,63.9719,63.5,63.59,1173463,TSN
2020-12-29,64.6,64.815,63.125,63.5,1452925,TSN
2020-12-28,64.97,65.24,64.06,64.38,1585661,TSN
2020-12-24,64.8,64.95,64.215,64.79,1074265,TSN
2020-12-23,62.97,64.765,62.8285,64.55,2315067,TSN
2020-12-22,63.85,63.85,62.47,62.48,2604453,TSN
2021-02-23,56.31,57.055,55.95,56.82,3249747,GIS
2021-02-22,56.53,56.615,55.57,56.17,3872567,GIS
2021-02-19,58.02,58.1348,56.48,56.5,3381722,GIS
2021-02-18,56.78,58.4,56.64,58.02,3027671,GIS
2021-02-17,56.04,56.86,55.87,56.81,3019662,GIS
2021-02-16,56.79,56.9,55.865,56.29,4162297,GIS
2021-02-12,56.82,57.15,56.38,57.12,3422894,GIS
2021-02-11,58.15,58.17,56.7,56.91,2893165,GIS
2021-02-10,58.01,58.18,57.45,58.09,2689590,GIS
2021-02-09,57.94,58.1,57.35,57.67,1742403,GIS
